Year,District,SUGARCANE YIELD (Kg per ha),Apr_ET Mean,Apr_EVI Mean,Apr_Fpar Mean,Apr_Gpp Mean,Apr_Lai Mean,Apr_NDVI Mean,Aug_ET Mean,Aug_EVI Mean,Aug_Fpar Mean,Aug_Gpp Mean,Aug_Lai Mean,Aug_NDVI Mean,Dec_ET Mean,Dec_EVI Mean,Dec_Fpar Mean,Dec_Gpp Mean,Dec_Lai Mean,Dec_NDVI Mean,Feb_ET Mean,Feb_EVI Mean,Feb_Fpar Mean,Feb_Gpp Mean,Feb_Lai Mean,Feb_NDVI Mean,Jan_ET Mean,Jan_EVI Mean,Jan_Fpar Mean,Jan_Gpp Mean,Jan_Lai Mean,Jan_NDVI Mean,Jul_ET Mean,Jul_EVI Mean,Jul_Fpar Mean,Jul_Gpp Mean,Jul_Lai Mean,Jul_NDVI Mean,Jun_ET Mean,Jun_EVI Mean,Jun_Fpar Mean,Jun_Gpp Mean,Jun_Lai Mean,Jun_NDVI Mean,Mar_ET Mean,Mar_EVI Mean,Mar_Fpar Mean,Mar_Gpp Mean,Mar_Lai Mean,Mar_NDVI Mean,May_ET Mean,May_EVI Mean,May_Fpar Mean,May_Gpp Mean,May_Lai Mean,May_NDVI Mean,Nov_ET Mean,Nov_EVI Mean,Nov_Fpar Mean,Nov_Gpp Mean,Nov_Lai Mean,Nov_NDVI Mean,Oct_ET Mean,Oct_EVI Mean,Oct_Fpar Mean,Oct_Gpp Mean,Oct_Lai Mean,Oct_NDVI Mean,Sep_ET Mean,Sep_EVI Mean,Sep_Fpar Mean,Sep_Gpp Mean,Sep_Lai Mean,Sep_NDVI Mean
2015,MAINPURI,4670.45,0.721658333,0.1549476,0.162898867,0.002524433,0.3161263,0.23968975,10.48966263,0.4317325,0.5051051,0.011067175,1.419466875,0.5913418,4.05405775,0.3188734,0.487956225,0.011866075,0.880848725,0.48817605,18.37336923,0.5077399,0.7085517,0.02871205,2.309169525,0.69038145,9.715234525,0.4657772,0.4945529,0.0215385,1.191597775,0.64860685,7.312733875,0.2972749,0.276159975,0.011247675,0.6542612,0.4200109,0.27175605,0.196344,0.210932975,0.000344875,0.437820375,0.2768729,9.8185698,0.3573531,0.44881375,0.01902095,1.15085545,0.52972665,0.008596025,0.17254575,0.1744579,0.0,0.34709085,0.23688275,1.478714925,0.15876395,0.203191725,0.006016425,0.324123725,0.26609205,2.1310821,0.2195963,0.298484333,0.004496633,0.567933267,0.3453641,4.63202455,0.325721,0.49440135,0.0041502,1.35815875,0.49029145
2016,MAINPURI,5359.96,0.089449575,0.13965865,0.142963125,0.000310575,0.2616846,0.2082698,17.11154845,0.40839505,0.42954425,0.024756325,1.192589375,0.58757255,5.406151475,0.3358242,0.500132325,0.014330525,0.897728425,0.5253881,14.3983612,0.44689605,0.658674667,0.020456275,1.932478967,0.64081235,12.7956283,0.4627116,0.51538145,0.0224109,1.286061475,0.63816175,6.434675775,0.2941702,0.23193065,0.00948225,0.521640725,0.422161,0.46025405,0.20365955,0.203438575,0.00057085,0.41640875,0.2732116,5.3281975,0.2714236,0.36843395,0.0088063,0.816530475,0.4127794,0.038807733,0.1618347,0.156857633,9.19e-05,0.301181167,0.2274693,1.679868833,0.1936734,0.2354462,0.006540233,0.390584833,0.3265015,2.597971925,0.18949385,0.294549375,0.0053374,0.561229625,0.3051836,14.46185283,0.3369384,0.531407,0.0192884,1.558791475,0.4939504
2017,MAINPURI,5668.39,0.073604167,0.14250915,0.152353767,0.000273633,0.278132333,0.21044515,13.90572855,0.38343735,0.426541375,0.0200151,1.156600025,0.5358315,6.17142925,0.3594852,0.54569025,0.014936025,1.0643102,0.56452515,18.55085703,0.4926273,0.708817625,0.028092575,2.389670625,0.68505325,13.3503957,0.52378505,0.715904125,0.0251132,2.193516925,0.70814825,8.5863434,0.27362895,0.239010475,0.014119275,0.530759,0.36332895,1.87462035,0.211382,0.20462755,0.0034104,0.423937925,0.2904486,6.150137775,0.2747622,0.404329775,0.0120148,0.94065265,0.41485875,0.024307975,0.17180645,0.1687042,2.41e-05,0.33005255,0.23552455,1.577691275,0.1698812,0.21673795,0.006706175,0.34666155,0.28779755,2.217649167,0.1688711,0.2612636,0.0055506,0.475319333,0.2710459,9.874191,0.2797269,0.4514049,0.013079125,1.19599675,0.43542895
2001,ETAH,5291.27,0.5814013,0.16658695,0.186745167,0.0020875,0.350554933,0.23846515,8.423078975,0.36780795,0.428562375,0.012172325,1.042241575,0.4923688,1.16857185,0.18003955,0.2479191,0.0062594,0.3160353,0.310244,11.38086013,0.42324125,0.57956415,0.020427,1.3534165,0.60553515,5.619282425,0.3099972,0.422125925,0.01485015,0.74887425,0.4876064,7.150580425,0.3412416,0.314161575,0.011438025,0.7024374,0.4775355,1.298359925,0.23312475,0.1689052,0.002427575,0.31377345,0.32519155,7.48250845,0.36029475,0.46509275,0.01072035,1.1246571,0.52809125,0.02442575,0.15884425,0.142938725,5.04e-05,0.265568425,0.21030755,1.47113735,0.18815395,0.23947515,0.005931725,0.3838222,0.30313725,1.9704784,0.2189454,0.289503167,0.004245233,0.510303233,0.3379386,2.5100512,0.25910645,0.35418305,0.00427285,0.747407625,0.37971375
2002,ETAH,4695.09,0.096359033,0.1682494,0.189167967,0.0001828,0.344526167,0.2427871,5.752885625,0.25695425,0.247272375,0.010864225,0.50417045,0.3730406,1.788744525,0.22112605,0.2957717,0.007928175,0.380409825,0.3525264,12.7780674,0.45646445,0.604833325,0.024063475,1.4986429,0.6449753,5.582124275,0.28417875,0.42152875,0.01599845,0.668005875,0.4686246,0.31361025,0.1807229,0.1524529,0.000571075,0.27124475,0.2499479,0.2925824,0.1614945,0.157192025,0.00077035,0.291374025,0.2222649,6.616690075,0.3823773,0.497524833,0.009083025,1.190765367,0.5356518,0.000861375,0.1483986,0.14811225,0.0,0.2664794,0.19803225,2.165750225,0.2169153,0.281583075,0.0073945,0.45938405,0.343233,3.662372933,0.2487946,0.3446377,0.008137433,0.621567633,0.3777915,7.309609175,0.309193,0.34159155,0.011942075,0.755694875,0.4553293
2003,ETAH,4739.23,0.0463549,0.1838254,0.2006497,8.17e-05,0.374874,0.2719189,18.26006365,0.32696885,0.350813225,0.022721975,0.836668575,0.45518155,3.57860035,0.18129265,0.1937559,0.00989645,0.256483925,0.2820567,12.11322608,0.4630141,0.597872225,0.025612475,1.420071475,0.62843285,5.891917325,0.2434888,0.2954447,0.01582045,0.50824385,0.40089265,12.97895978,0.29634495,0.2457548,0.016651725,0.510261925,0.4212505,1.3822193,0.1758537,0.1382054,0.00270385,0.249638525,0.24055665,8.24094025,0.4028991,0.474561275,0.013915725,1.09297075,0.5592845,0.000175575,0.14762445,0.142923225,0.0,0.260918775,0.199686,2.98399985,0.1873072,0.2352871,0.0091729,0.375202425,0.3025864,5.361877233,0.2220277,0.3003382,0.0137418,0.539271267,0.3612762,16.98455963,0.2890398,0.33991265,0.021661625,0.7417314,0.47155065
2004,ETAH,4981.88,0.135699825,0.1685043,0.173015175,0.00044135,0.3210423,0.2429452,11.01965008,0.35853055,0.343453875,0.0179657,0.75510825,0.4722141,2.18533625,0.2233397,0.250381325,0.0085223,0.340019025,0.3717433,13.47098445,0.46044105,0.630424475,0.0245168,1.586309175,0.65296605,5.95864455,0.3955143,0.448242775,0.016451625,0.78056265,0.5784103,4.474469125,0.24219945,0.186263125,0.00838955,0.35519705,0.3228115,1.075853075,0.19009725,0.180490375,0.0021547,0.3342539,0.2597277,4.216357525,0.32546665,0.423122975,0.0059571,0.93253535,0.49487735,0.002195033,0.1829676,0.171619967,5.77e-06,0.316728633,0.2358434,2.287355767,0.2121261,0.273702933,0.0081939,0.432107733,0.3452383,4.020083825,0.2403943,0.341778675,0.01096065,0.61033835,0.3728775,7.81056555,0.311279,0.4013259,0.01308385,0.8938817,0.46704225
2005,ETAH,5037.95,0.2410036,0.1709211,0.1662836,0.000959,0.294838767,0.2357861,9.25266255,0.34771525,0.361549625,0.015884475,0.78360735,0.4583324,1.837063125,0.2179726,0.304315675,0.00817265,0.38272125,0.35775915,11.5454474,0.44869025,0.581282325,0.02214645,1.3526853,0.61288775,5.683702375,0.3134026,0.4346464,0.015638825,0.749491875,0.49228345,16.3575312,0.2727762,0.228862875,0.017330075,0.485344575,0.3725784,0.8774725,0.16887395,0.14148125,0.0012659,0.252703875,0.23715575,7.0229633,0.30062385,0.442783225,0.0111944,1.05977445,0.47007335,0.0893828,0.15651455,0.15119845,0.00038545,0.2706746,0.2084751,2.368538775,0.20969785,0.2796596,0.009685575,0.45977445,0.3304175,5.110223367,0.2754725,0.355980333,0.013982433,0.6541959,0.4024797,13.19165908,0.3046637,0.422200675,0.02225795,0.946713625,0.46201205
2006,ETAH,5216.67,0.179801167,0.1693579,0.1714236,0.0006149,0.314621733,0.24502265,18.55354455,0.39020325,0.3880129,0.026466575,0.8955858,0.50842825,2.7096319,0.23445195,0.3528532,0.01027475,0.4800421,0.38232945,10.21094978,0.40977005,0.566937125,0.014905625,1.2693299,0.594277,5.780273475,0.31315575,0.45814615,0.015843475,0.72530155,0.484696,14.9999153,0.30007295,0.27872885,0.016549475,0.61958605,0.42593745,1.33077955,0.2245439,0.208223175,0.00291685,0.42135215,0.30292575,6.55995,0.3264677,0.4050002,0.013518625,0.8935987,0.4815103,0.07998015,0.1705767,0.15588575,0.0002565,0.291371975,0.23708225,2.05414775,0.19972895,0.2561615,0.00830255,0.40845865,0.3184753,3.398969967,0.2216655,0.301596567,0.009411,0.526125767,0.337703,10.41393663,0.30209685,0.4179061,0.020235875,0.93413615,0.42952355
2007,ETAH,5238.31,0.151659367,0.1792628,0.192593567,0.000364667,0.360720467,0.25820165,10.5354788,0.3662663,0.394419975,0.017361775,0.936749175,0.4863832,1.6559696,0.20001045,0.2757203,0.0075153,0.3440965,0.33419145,14.03757333,0.4811702,0.639609825,0.028755975,1.66289145,0.67750355,6.922457225,0.34347705,0.511882375,0.0163661,0.9338036,0.5235686,6.291305875,0.2674687,0.18423265,0.010137675,0.367175475,0.37861445,1.08451415,0.17721435,0.159533175,0.00246125,0.2916054,0.2441881,9.62070975,0.35538595,0.47608445,0.018536125,1.157039575,0.51794265,0.00334625,0.16076145,0.16095555,6.98e-06,0.3042841,0.218083,1.531231925,0.2010506,0.224518275,0.00614815,0.36221805,0.31389795,3.136544667,0.2335546,0.3214649,0.007416067,0.571233033,0.3526034,8.650365625,0.3517964,0.44510805,0.014285425,1.0286396,0.4755448
2008,ETAH,4721.4,0.4514707,0.19849165,0.197021225,0.001177725,0.376863175,0.28635655,22.5805668,0.34223855,0.37845905,0.025668625,0.883128125,0.4964699,3.366995775,0.24834425,0.344053125,0.011159475,0.463019525,0.4080594,8.81984015,0.37630045,0.521251125,0.0181028,1.065518875,0.5513243,4.8935987,0.2679484,0.364381375,0.0133987,0.56124515,0.43178725,15.46657235,0.3069637,0.264982225,0.016941275,0.594371225,0.43462805,4.7996984,0.2598227,0.2183033,0.006777075,0.43703215,0.3637272,5.891681825,0.34371995,0.472572925,0.007691325,1.05071265,0.49902255,0.938293533,0.16474095,0.158785167,0.001413633,0.2927456,0.2208676,5.2866975,0.2253316,0.2885764,0.011916233,0.460210967,0.364587,6.932008625,0.2466586,0.31768035,0.015362775,0.570482525,0.36709315,18.50406305,0.28793715,0.387962475,0.02357625,0.86015245,0.42771845
2009,ETAH,5365.05,0.353658867,0.17999485,0.1871927,0.001204567,0.34259,0.25350395,9.857731575,0.35260325,0.326713,0.01527875,0.7261588,0.4805798,3.1671383,0.26443535,0.398600125,0.01066475,0.574308,0.41627515,11.18213255,0.4466209,0.580815925,0.02230185,1.313347925,0.62098915,6.797347775,0.33838765,0.482432025,0.019098775,0.84856645,0.53992495,2.97384945,0.2381607,0.1967539,0.00571345,0.380250775,0.31761995,0.006145175,0.1722485,0.155503625,6.75e-07,0.28166155,0.2324707,5.703941175,0.32687,0.406254225,0.0097401,0.87307075,0.475085,0.040345375,0.17204605,0.16876045,0.0001094,0.316855325,0.229474,2.7182682,0.2121781,0.260537275,0.008540675,0.406868125,0.3383498,3.8582638,0.2581556,0.3349255,0.009369067,0.624418167,0.389061,11.36655995,0.3427809,0.415861575,0.01833395,0.965837,0.487689
2010,ETAH,4903.66,8.26e-05,0.1576347,0.157411667,0.0,0.281519733,0.22121585,21.03775715,0.34175395,0.359509425,0.023153175,0.87133355,0.46282075,6.844602575,0.22416405,0.325901425,0.01096405,0.429420375,0.35963195,13.78729445,0.4659988,0.6360326,0.023228125,1.61288935,0.6585796,7.70444725,0.33794945,0.377682625,0.018083325,0.77043915,0.4964805,8.0904941,0.2925172,0.223128125,0.0113624,0.449295625,0.40351255,0.0766752,0.18076585,0.153637325,0.00011265,0.278243,0.2516002,4.452563425,0.3043958,0.401557475,0.006058775,0.896269525,0.4663184,0.008105425,0.17330435,0.161469675,9.03e-06,0.304205575,0.2271253,8.215019025,0.20884565,0.26337685,0.01088985,0.4025779,0.3293311,12.04954697,0.2425044,0.358993633,0.020766433,0.6753835,0.3613011,21.68605305,0.34394635,0.437342575,0.031400925,1.06929275,0.51131795
2011,ETAH,5648.0,0.694376067,0.1898717,0.209219467,0.001809933,0.3981575,0.28184275,24.61679955,0.3910421,0.37038335,0.026962725,0.92357475,0.54928195,2.516089,0.2479711,0.35253575,0.010319675,0.472506825,0.3964647,13.98699498,0.4795401,0.64675495,0.0315628,1.6906862,0.66528695,7.886978425,0.32568195,0.3957335,0.01871065,0.690649025,0.5031623,14.7193134,0.2732317,0.25229615,0.01736705,0.550247875,0.3857401,3.180570925,0.25132535,0.231380225,0.00578795,0.480860125,0.34413575,11.63617283,0.41346745,0.521255675,0.019800675,1.317384125,0.59746375,0.00533335,0.17937575,0.17784785,0.0,0.341993725,0.2392986,2.899785175,0.21274125,0.284134325,0.010431775,0.44851895,0.33965365,5.0043598,0.2517785,0.327309767,0.0145049,0.587017,0.3822526,20.36174918,0.3115719,0.4414639,0.029261275,1.04896305,0.46304365
2012,ETAH,5871.23,0.326452125,0.1886506,0.19976205,0.000962725,0.378540425,0.2778438,18.8710485,0.40624625,0.355017775,0.025415025,0.87097825,0.54354965,2.218452025,0.2419831,0.32936565,0.0094452,0.44194415,0.3825449,10.50277203,0.42638485,0.5700719,0.021715125,1.29194415,0.610397,6.74883705,0.35734785,0.43858425,0.01916685,0.774070475,0.54998095,7.107622075,0.2468361,0.1894396,0.009588725,0.373729675,0.3550422,0.0084979,0.16558115,0.16521235,0.0,0.306384775,0.220845,6.1468768,0.35887345,0.449215675,0.0109138,1.019321625,0.515365,0.004927167,0.1693066,0.172768733,0.0,0.328227167,0.22901805,2.033969567,0.2094684,0.270190033,0.008466033,0.4303809,0.3409864,3.660319775,0.2358298,0.3342444,0.0091432,0.6132302,0.3651014,14.46670865,0.3723092,0.451995175,0.023760825,1.119900025,0.54787065
2013,ETAH,6201.55,0.341325833,0.1824774,0.206107567,0.001078633,0.381326933,0.2565137,12.45024375,0.40927315,0.371801825,0.0175399,0.917536975,0.5636862,2.815589125,0.27661545,0.36086425,0.010018025,0.5241283,0.4465084,14.6227712,0.4799442,0.655885925,0.029005825,1.721926375,0.67626085,6.610487075,0.3402514,0.50142445,0.016277925,0.899086975,0.5302183,7.6604375,0.31897175,0.2688003,0.01256235,0.584681475,0.4311618,2.389083275,0.2245695,0.21351505,0.0040301,0.430895225,0.31817365,9.468906475,0.37458095,0.479044025,0.015086325,1.17394035,0.55420725,0.050252,0.1879016,0.18559635,8.75e-05,0.3500124,0.2511999,2.29369785,0.2162731,0.2819016,0.0085337,0.4544989,0.3508259,5.4891129,0.2944085,0.4128409,0.0100113,0.800107433,0.4373301,8.889535675,0.3605483,0.475101825,0.012847525,1.154308875,0.52220795
2014,ETAH,5536.46,1.090170467,0.2033962,0.2230326,0.002960233,0.424379633,0.2915342,8.3923841,0.4322645,0.4267952,0.01296845,1.06754525,0.54791255,2.356785525,0.2253408,0.280001425,0.008178625,0.371329425,0.3607283,13.7374267,0.4886836,0.64992085,0.030628925,1.705188775,0.69292375,7.145726275,0.3969205,0.42805835,0.018940325,0.828906075,0.58138865,5.6360386,0.22844035,0.170208825,0.009338825,0.332208975,0.33142565,0.06589275,0.17113785,0.1663385,0.000101625,0.307390725,0.22248965,11.30056805,0.44024965,0.506606025,0.022278625,1.2480377,0.591454,0.137098225,0.1902666,0.192658625,0.0003566,0.3729757,0.2492512,1.6861274,0.1966006,0.245663875,0.006666875,0.38568125,0.3104985,4.454165633,0.2914357,0.380045433,0.008152067,0.7491118,0.4242207,8.990993975,0.39366075,0.493347525,0.009961975,1.2317029,0.5365332
2015,ETAH,6102.09,1.1071167,0.1797892,0.200827867,0.0034052,0.381095567,0.27629855,10.17030283,0.45754475,0.4521319,0.012477375,1.18440055,0.5924557,2.23444395,0.25900985,0.36981205,0.009072775,0.52173015,0.4029482,15.17770388,0.52097415,0.664873175,0.025866475,1.79204535,0.6967689,7.532087075,0.3971072,0.437169075,0.019123675,0.9034289,0.58513385,6.547905475,0.2931015,0.26845825,0.01139345,0.568861025,0.41626195,0.436053025,0.1897985,0.197829275,0.000634675,0.3951603,0.26618975,9.840145,0.3873215,0.472002375,0.01837565,1.158109575,0.56553975,0.010646125,0.1865483,0.193874275,0.0,0.38025075,0.25671275,1.632779075,0.1857547,0.238779625,0.006109775,0.38488805,0.30147065,2.187647733,0.2219468,0.309312,0.0045869,0.552325867,0.3377272,3.801803275,0.3335854,0.485485625,0.0040296,1.1829381,0.48154335
2016,ETAH,6405.02,0.10656655,0.16808805,0.179284075,0.000225325,0.3297013,0.24951105,16.33689168,0.4393046,0.38747255,0.02578065,1.0157151,0.6025285,3.1128997,0.2968267,0.39317915,0.01096455,0.585757675,0.45710925,11.40726473,0.4551386,0.606501133,0.01814505,1.466914533,0.6324335,8.291167475,0.38959675,0.534508575,0.0182017,1.03922375,0.56215535,7.265041725,0.2694689,0.225884475,0.01013785,0.479755,0.3788401,0.579114675,0.2065606,0.19960795,0.000941675,0.39704,0.2801296,5.243584225,0.28331185,0.401535975,0.00851855,0.863292175,0.4340837,0.049296333,0.18772345,0.180747767,8.27e-05,0.347263767,0.2557827,1.6879231,0.1931333,0.246669133,0.006870133,0.385504933,0.3234972,2.575115675,0.20709715,0.295336275,0.00618365,0.515682075,0.32856295,11.52883375,0.33709585,0.47209615,0.0197844,1.150952225,0.47065275
2017,ETAH,7414.21,0.097499233,0.18659425,0.1981966,0.000245933,0.367710467,0.2579813,18.5381269,0.48776875,0.42844315,0.0262606,1.146841675,0.63523715,3.39882465,0.302358,0.415568275,0.0114237,0.611393875,0.46771785,15.7311493,0.5099798,0.67155355,0.025707525,1.858373975,0.68477915,9.96874535,0.46561245,0.628156025,0.0220024,1.46158805,0.6519932,11.27823885,0.27407905,0.228264875,0.017695075,0.48196935,0.36937585,1.644902075,0.2412102,0.2393611,0.0028711,0.49697595,0.33790285,6.852559275,0.36318115,0.441840025,0.012989875,1.028546625,0.5285395,0.020860525,0.2029624,0.2099308,0.0,0.41449225,0.26635245,1.71359165,0.1867685,0.234758925,0.007648575,0.3537532,0.3025531,3.362810867,0.2295992,0.317028533,0.0081455,0.5634223,0.3505796,13.19460465,0.3298429,0.513217575,0.0202386,1.283574325,0.50582655
2001,BAREILLY,6037.82,0.775992533,0.18107555,0.201279833,0.002532667,0.376908367,0.26498955,12.0556451,0.46712585,0.545075675,0.013287925,1.533394025,0.6381763,1.021476325,0.18233805,0.23873425,0.006370375,0.28448505,0.34280105,8.442452975,0.3539279,0.5018708,0.018319,1.032998925,0.55485825,4.24694635,0.27412935,0.349046975,0.0136108,0.565063,0.4726147,9.874989675,0.3544854,0.327297675,0.013452825,0.7303223,0.51127435,2.147954775,0.3005923,0.29239545,0.003236,0.61726315,0.4335333,5.253850325,0.29480945,0.405831675,0.0098033,0.8489761,0.47663455,0.143430425,0.22413585,0.1979865,0.000219475,0.39205145,0.3108346,1.56097385,0.19045535,0.24623515,0.006244275,0.378912325,0.3316744,2.2227783,0.2366526,0.349770867,0.003985867,0.6343267,0.3866885,6.616624075,0.38271415,0.55447535,0.007216725,1.444026975,0.56129095
2002,BAREILLY,5496.9,0.0842389,0.174358,0.194162767,0.0001702,0.3637606,0.2692903,8.795501475,0.37813045,0.376850425,0.012870275,0.96405975,0.56382325,1.812724675,0.21903385,0.3033957,0.008484275,0.3705893,0.37769325,10.64977793,0.40248535,0.55644655,0.02285375,1.23807975,0.6180925,4.479947825,0.2811493,0.386697,0.0143871,0.572182625,0.49413735,0.521920525,0.2395745,0.22223955,0.00060315,0.431678025,0.3318852,0.4328866,0.24670495,0.25418345,0.000811675,0.523144575,0.3398979,5.614195325,0.32134305,0.4336513,0.0102346,0.898763867,0.49313865,0.00657085,0.20522395,0.200633075,0.0,0.3941987,0.28790215,2.898560325,0.23830715,0.324206275,0.00931865,0.524332475,0.40306675,7.647696533,0.342628,0.4778394,0.013395733,0.975488067,0.5179478,13.03409125,0.4062396,0.415179325,0.0186926,1.061673625,0.6159714
2003,BAREILLY,5281.6,0.080241367,0.1902368,0.218835367,0.000185633,0.410777133,0.3018103,18.15375735,0.4204349,0.4152262,0.026171025,1.0844541,0.6436749,2.6513506,0.1292549,0.161793425,0.00850155,0.20330675,0.2144157,9.463126225,0.40021155,0.532609475,0.0236299,1.12432985,0.60502815,4.836154575,0.24672945,0.1626649,0.0138214,0.264950675,0.4000519,12.0353282,0.3043139,0.26674815,0.017653875,0.583463725,0.4809787,1.888947425,0.2093963,0.2013192,0.0034405,0.4032525,0.30543235,6.491680875,0.3396557,0.4209112,0.01443525,0.873329175,0.51907355,0.0171134,0.1848094,0.19621215,2.64e-05,0.379388775,0.2612386,2.3359454,0.20204505,0.262127725,0.0096819,0.3962607,0.3451407,8.118939167,0.3200879,0.4400682,0.0190562,0.876904933,0.5192676,20.47248863,0.4712481,0.59533585,0.032951375,1.67672245,0.67519095
2004,BAREILLY,6258.14,0.31779,0.18515795,0.1919395,0.00093325,0.36768155,0.27808045,17.03774403,0.49266225,0.536188925,0.022336425,1.5391243,0.6984179,2.2781957,0.2220861,0.288188475,0.0091194,0.362181075,0.377917,11.23999715,0.41329595,0.581683475,0.02621235,1.31070395,0.6405784,5.908354,0.3290673,0.374634325,0.0151172,0.580243525,0.5362522,7.18992225,0.32424185,0.2559622,0.01170045,0.54326515,0.4720636,1.263057775,0.2290256,0.239065575,0.002119475,0.47298185,0.3263184,4.8579395,0.29142425,0.40226575,0.009285775,0.8247844,0.47385845,0.038854467,0.2042402,0.208054467,1.9e-05,0.405524567,0.28506805,2.1784234,0.1859441,0.243366367,0.0084482,0.362039033,0.3307007,7.005771625,0.2624904,0.42653885,0.016937125,0.827654675,0.41505265,15.2787225,0.42602705,0.584439875,0.021278875,1.629001375,0.62733855
2005,BAREILLY,5656.65,0.2610698,0.1776776,0.183319233,0.000967433,0.3404779,0.2672585,15.18007568,0.45242635,0.4509698,0.022282425,1.1277257,0.6239231,1.494892025,0.1944895,0.275028925,0.0081053,0.321138075,0.35167965,12.2704602,0.47636595,0.60109995,0.02510665,1.40153005,0.66341295,5.934479925,0.34471415,0.47262295,0.01729865,0.80178055,0.5490282,14.61640198,0.300784,0.271772775,0.0190335,0.592119875,0.4551618,0.937487075,0.2156111,0.204353525,0.0016628,0.396466025,0.3064086,7.113273425,0.302719,0.4293039,0.013396525,0.9543655,0.49187365,0.20332225,0.19142135,0.199174925,0.00054925,0.3870442,0.2729111,2.880829725,0.21698405,0.306221725,0.011083125,0.485817575,0.3654695,9.309541,0.3905298,0.503892,0.019081933,1.045353433,0.5690705,18.38725725,0.3955157,0.56146745,0.02857795,1.567349725,0.6279955
2006,BAREILLY,5510.08,0.2686293,0.1813848,0.1972861,0.000841767,0.3644269,0.27835795,21.65398203,0.51267765,0.521905775,0.032669925,1.479960775,0.6532291,2.69410315,0.2521451,0.34672475,0.01064255,0.448355025,0.41778865,7.8586032,0.35578705,0.50493545,0.013735,1.02804075,0.5552875,4.75774715,0.25092305,0.39259075,0.014696825,0.55041835,0.43754325,15.89598568,0.31311855,0.270396775,0.0224045,0.596553825,0.4711162,3.735656175,0.2799341,0.32708965,0.006635675,0.7231665,0.39521255,4.889865475,0.2850242,0.37145455,0.0116377,0.73302215,0.4608345,0.189596875,0.2626877,0.221882425,0.000221075,0.45053845,0.3888986,3.12903755,0.2410492,0.325937675,0.010874275,0.521720375,0.39763355,7.8310557,0.3177869,0.466363,0.0135852,1.002308667,0.4950485,18.22563265,0.4492137,0.604760475,0.024905725,1.740961675,0.64213135
2007,BAREILLY,5599.53,0.4299969,0.20973085,0.230226367,0.001136133,0.437446167,0.3245261,15.94665198,0.42639465,0.467719625,0.023018625,1.225125275,0.61381305,1.978966525,0.2093492,0.305604675,0.00884655,0.3726655,0.3744762,9.7850545,0.39793415,0.53606485,0.023460175,1.131536025,0.60146165,5.04078865,0.29417475,0.430958825,0.0143752,0.6590977,0.5016149,8.911658175,0.33893545,0.285696975,0.012755775,0.64948095,0.49613925,3.43706745,0.34279825,0.3198817,0.00515675,0.702897425,0.49650345,7.726983275,0.31823785,0.4439062,0.018075325,0.915627275,0.4931325,0.211714975,0.23571475,0.25543645,0.0003221,0.526666925,0.3367413,2.98474075,0.24615265,0.3166442,0.0107471,0.5105671,0.41180685,7.995155433,0.3227312,0.474013167,0.016000833,0.947965067,0.4869136,17.71058,0.4817958,0.6139504,0.023601425,1.747229125,0.6519132
2008,BAREILLY,5050.3,0.3410443,0.20137535,0.213500775,0.001003,0.409197125,0.3113341,25.17745328,0.38984455,0.407856,0.032417525,1.066599525,0.5678589,2.8325341,0.23638075,0.29773965,0.010933425,0.3796754,0.407028,6.8330557,0.32807895,0.480818375,0.017033275,0.9514216,0.5324699,3.549007075,0.2658109,0.355353375,0.012379225,0.503973,0.4641317,16.51794365,0.2989285,0.26973905,0.02021625,0.60123695,0.45953195,5.019704825,0.29377775,0.260098525,0.008007875,0.554051775,0.4347766,4.337072625,0.2964093,0.407889675,0.007315925,0.832314575,0.46267205,0.615850667,0.20546545,0.206828133,0.001517067,0.410956167,0.2835796,3.783032067,0.202704,0.2744157,0.011054433,0.377254433,0.3620875,6.152027175,0.2571583,0.35886025,0.01587975,0.6656234,0.41787875,20.41770608,0.37661425,0.5428916,0.03136815,1.456862675,0.5758858
2009,BAREILLY,5971.44,0.447698233,0.19381215,0.212971467,0.0014632,0.400363233,0.28685735,12.87608328,0.452524,0.477409975,0.018247575,1.244979875,0.63725995,2.494639,0.25837505,0.355622475,0.0100541,0.4670295,0.4173669,10.0287806,0.41362305,0.556422875,0.020617675,1.21571505,0.6199813,5.857333975,0.3224352,0.474084025,0.0177464,0.7976255,0.56539225,4.236997725,0.30447545,0.302677775,0.006286575,0.644063125,0.43485965,0.043839725,0.21958265,0.217077925,1.79e-05,0.421591275,0.30180525,4.180220275,0.28279615,0.350820675,0.008917725,0.705249975,0.4505604,0.14020635,0.2073139,0.217908275,0.00027075,0.428610175,0.2870569,3.22776575,0.23415245,0.30491455,0.01046745,0.475719175,0.3913627,7.690601867,0.3282904,0.459506767,0.0158964,0.935748733,0.4928669,18.66890558,0.45214895,0.57442,0.02666535,1.624892825,0.6434134
